,N. parvum,X. sp.,descriptions
PF00585,1,0,C-terminal regulatory domain of Threonine dehydratase
PF10232,1,1,Mediator of RNA polymerase II transcription complex subunit 8
PF01878,1,1,EVE domain
PF00333,2,2,"Ribosomal protein S5, N-terminal domain"
PF03719,2,2,"Ribosomal protein S5, C-terminal domain"
PF05891,1,0,AdoMet dependent proline di-methyltransferase
PF08508,1,1,Fungal domain of unknown function (DUF1746)
PF02383,4,3,SacI homology domain
PF03835,3,4,Rad4 transglutaminase-like domain
PF07929,2,0,Plasmid pRiA4b ORF-3-like protein
PF20055,1,0,Family of unknown function (DUF6454)
PF08520,1,0,Fungal protein of unknown function (DUF1748)
PF00224,1,1,"Pyruvate kinase, barrel domain"
PF02887,1,1,"Pyruvate kinase, alpha/beta domain"
PF02809,2,3,Ubiquitin interaction motif
PF18264,1,0,CXC domain
PF16205,1,1,Ribosomal_S17 N-terminal
PF08317,1,1,Spc7 kinetochore protein
PF15402,1,1,MELT motif
PF18210,1,1,Knl1 RWD C-terminal domain
PF03439,1,1,"Early transcription elongation factor of RNA pol II, NGN section"
PF11942,1,1,"Spt5 transcription elongation factor, acidic N-terminal"
PF12815,1,1,Spt5 C-terminal nonapeptide repeat binding Spt4
PF01988,1,1,VIT family
PF10680,1,1,RNA polymerase I specific transcription initiation factor
PF02940,1,1,"mRNA capping enzyme, beta chain"
PF18004,1,1,26S proteasome regulatory subunit RPN2 C-terminal domain
PF10056,2,2,Uncharacterized conserved protein (DUF2293)
PF10510,1,1,Phosphatidylinositol-glycan biosynthesis class S protein
PF01144,2,2,Coenzyme A transferase
PF16916,4,1,Dimerisation domain of Zinc Transporter
PF13669,1,0,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF19304,1,1,D-3-phosphoglycerate dehydrogenase intervening domain
PF07744,1,1,SPOC domain
PF14570,1,1,RING/Ubox like zinc-binding domain
PF00329,1,1,"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"
PF16944,1,1,Fungal potassium channel
PF00686,1,4,Starch binding domain
PF00723,3,2,Glycosyl hydrolases family 15
PF05983,1,1,MED7 protein
PF12430,1,0,Abscisic acid G-protein coupled receptor
PF12537,1,0,The Golgi pH Regulator (GPHR) Family N-terminal
PF00332,2,0,Glycosyl hydrolases family 17
PF03006,3,2,Haemolysin-III related
PF01281,1,1,"Ribosomal protein L9, N-terminal domain"
PF03948,1,0,"Ribosomal protein L9, C-terminal domain"
PF10252,1,0,Casein kinase substrate phosphoprotein PP28
PF15410,1,2,Pleckstrin homology domain
PF02170,1,1,PAZ domain
PF16486,1,3,N-terminal domain of argonaute
PF16488,1,3,Argonaute linker 2 domain
PF05843,1,1,Suppressor of forked protein (Suf)
PF05216,1,0,UNC-50 family
PF04760,1,0,"Translation initiation factor IF-2, N-terminal region"
PF00854,5,3,POT family
PF04494,1,1,"WD40 associated region in TFIID subunit, NTD2 domain"
PF10280,1,1,Mediator complex protein
PF08969,1,1,USP8 dimerisation domain
PF01676,1,1,Metalloenzyme superfamily
PF06415,1,1,BPG-independent PGAM N-terminus (iPGM_N)
PF00648,1,4,Calpain family cysteine protease
PF01067,1,0,"Calpain large subunit, domain III"
PF08640,1,1,U3 small nucleolar RNA-associated protein 6
PF04729,1,1,ASF1 like histone chaperone
PF08596,1,1,"Lethal giant larvae(Lgl) like, C-terminal"
PF01557,6,5,Fumarylacetoacetate (FAA) hydrolase family
PF09298,2,1,Fumarylacetoacetase N-terminal
PF09769,1,1,Apolipoprotein O
PF12756,2,1,C2H2 type zinc-finger (2 copies)
PF08323,1,0,Starch synthase catalytic domain
PF04113,1,1,"Gpi16 subunit, GPI transamidase component"
PF03194,1,1,LUC7 N_terminus
PF05508,1,0,RanGTP-binding protein
PF03909,2,2,BSD domain
PF10273,1,1,Pre-rRNA-processing protein TSR2
PF02628,1,1,Cytochrome oxidase assembly protein
PF01267,1,1,F-actin capping protein alpha subunit
PF00786,2,2,P21-Rho-binding domain
PF16558,1,2,Amino-terminal Zinc-binding domain of ubiquitin ligase E3A
PF10033,1,1,Autophagy-related protein 13
PF09073,1,1,BUD22
PF00649,1,0,Copper fist DNA binding domain
PF05346,1,1,Eukaryotic membrane protein family
PF03239,1,1,Iron permease FTR1 family
PF06391,1,1,CDK-activating kinase assembly factor MAT1
PF17121,1,1,"Zinc finger, C3HC4 type (RING finger)"
PF12927,1,1,Domain of unknown function (DUF3835)
PF13758,1,1,Prefoldin subunit
PF01595,1,1,Cyclin M transmembrane N-terminal domain
PF03095,2,2,Phosphotyrosyl phosphate activator (PTPA) protein
PF13088,2,1,BNR repeat-like domain
PF12804,1,1,MobA-like NTP transferase domain
PF07249,1,1,Cerato-platanin
PF05176,1,1,ATP10 protein
PF00831,1,1,Ribosomal L29 protein
PF10300,1,1,Iml2/Tetratricopeptide repeat protein 39
PF05160,1,1,DSS1/SEM1 family
PF00162,1,1,Phosphoglycerate kinase
PF00154,1,1,recA bacterial DNA recombination protein
PF08423,2,2,Rad51
PF13481,1,2,AAA domain
PF14520,1,0,Helix-hairpin-helix domain
PF11715,1,1,Nucleoporin Nup120/160
PF10304,1,1,Required for nuclear transport of RNA pol II C-terminus 2
PF10363,1,1,Required for nuclear transport of RNA pol II C-terminus 1
PF02906,1,1,"Iron only hydrogenase large subunit, C-terminal domain"
PF03604,1,1,"DNA directed RNA polymerase, 7 kDa subunit"
PF07200,1,0,Modifier of rudimentary (Mod(r)) protein
PF03850,1,1,Transcription factor Tfb4
PF01301,3,2,Glycosyl hydrolases family 35
PF10435,3,1,"Beta-galactosidase, domain 2"
PF13363,3,1,"Beta-galactosidase, domain 3"
PF13364,3,2,Beta-galactosidase jelly roll domain
PF08558,1,0,Telomere repeat binding factor (TRF)
PF03540,1,1,Transcription initiation factor TFIID 23-30kDa subunit
PF04152,1,0,Mre11 DNA-binding presumed domain
PF14791,1,2,DNA polymerase beta thumb
PF04921,1,0,"XAP5, circadian clock regulator"
PF05185,1,1,PRMT5 arginine-N-methyltransferase
PF17285,1,1,PRMT5 TIM barrel domain
PF17286,1,1,PRMT5 oligomerisation domain
PF13933,1,1,Putative peptidase family
PF00199,3,4,Catalase
PF03345,1,0,Oligosaccharyltransferase 48 kDa subunit beta
PF03199,2,0,Eukaryotic glutathione synthase
PF03917,2,0,"Eukaryotic glutathione synthase, ATP binding domain"
PF02214,1,0,BTB/POZ domain
PF07774,1,1,"ER membrane protein complex subunit 1, C-terminal"
PF13360,1,1,PQQ-like domain
PF00881,1,2,Nitroreductase family
PF03853,2,1,YjeF-related protein N-terminus
PF00886,1,0,Ribosomal protein S16
PF07426,1,1,Dynactin subunit p22
PF02138,1,1,Beige/BEACH domain
PF13385,1,1,Concanavalin A-like lectin/glucanases superfamily
PF14844,1,1,PH domain associated with Beige/BEACH
PF18439,1,1,Ubiquitin-Binding Zinc Finger
PF00750,1,1,tRNA synthetases class I (R)
PF03485,1,0,Arginyl tRNA synthetase N terminal domain
PF05746,1,1,DALR anticodon binding domain
PF02566,1,0,OsmC-like protein
PF13304,1,0,"AAA domain, putative AbiEii toxin, Type IV TA system"
PF13350,2,3,Tyrosine phosphatase family
PF04488,3,3,Glycosyltransferase sugar-binding region containing DXD motif
PF11204,2,2,Protein of unknown function (DUF2985)
PF07946,1,0,PAT complex subunit CCDC47
PF06628,2,4,Catalase-related immune-responsive
PF01174,1,1,SNO glutamine amidotransferase family
PF07685,1,0,CobB/CobQ-like glutamine amidotransferase domain
PF07985,1,2,SRR1 domain
PF08390,1,2,TRAM1-like protein
PF08490,1,1,Domain of unknown function (DUF1744)
PF10108,1,1,Predicted 3'-5' exonuclease related to the exonuclease domain of PolB
PF12597,1,1,Cytochrome c oxidase assembly protein COX20
PF01729,1,1,"Quinolinate phosphoribosyl transferase, C-terminal domain"
PF02749,1,1,"Quinolinate phosphoribosyl transferase, N-terminal domain"
PF01946,1,1,Thi4 family
PF08156,2,1,NOP5NT (NUC127) domain
PF18031,1,1,Ubiquitin carboxyl-terminal hydrolases
PF07524,2,3,Bromodomain associated
PF04892,1,1,VanZ like family
PF18808,1,0,Importin repeat
PF18816,1,0,Importin repeat
PF18829,1,0,Importin repeat 6
PF01283,1,1,Ribosomal protein S26e
PF13934,1,1,Nuclear pore complex assembly
PF00445,1,4,Ribonuclease T2 family
PF08066,1,1,PMC2NT (NUC016) domain
PF05254,1,1,Uncharacterised protein family (UPF0203)
PF18833,1,1,Tetratricopeptide repeat
PF09431,1,1,"SPIN90/Ldb17, leucine-rich domain"
PF18564,1,1,Glycoside hydrolase family 5 C-terminal domain
PF19273,1,0,Exportin-5 family
PF13343,2,1,Bacterial extracellular solute-binding protein
PF00931,1,12,NB-ARC domain
PF08701,1,0,GNL3L/Grn1 putative GTPase
PF12451,1,0,Vacuolar protein sorting protein 11 C terminal
PF02077,1,1,SURF4 family
PF04855,2,1,SNF5 / SMARCB1 / INI1
PF14618,1,0,Domain of unknown function (DUF4452)
PF01940,1,1,Integral membrane protein DUF92
PF16114,1,1,ATP citrate lyase citrate-binding
PF16770,1,1,Regulator of Ty1 transposition protein 107 BRCT domain
PF01633,1,2,Choline/ethanolamine kinase
PF12928,1,0,tRNA-splicing endonuclease subunit sen54 N-term
PF05348,1,1,Proteasome maturation factor UMP1
PF13881,1,1,Ubiquitin-2 like Rad60 SUMO-like
PF12854,2,1,PPR repeat
PF17177,1,2,Pentacotripeptide-repeat region of PRORP
PF11496,1,0,Class II histone deacetylase complex subunits 2 and 3
PF13907,1,1,Domain of unknown function (DUF4208)
PF00037,2,1,4Fe-4S binding domain
PF01846,2,2,FF domain
PF12735,1,1,TRAPP trafficking subunit Trs65
PF10591,1,0,Secreted protein acidic and rich in cysteine Ca binding region
PF02176,1,1,TRAF-type zinc finger
PF03367,1,1,ZPR1 zinc-finger domain
PF05011,1,1,"Lariat debranching enzyme, C-terminal domain"
PF11831,1,0,pre-mRNA splicing factor component
PF09774,1,1,Intermembrane space protein MIX23
PF04078,1,1,"Cell differentiation family, Rcd1-like"
PF02149,1,1,Kinase associated domain 1
PF07713,1,1,Protein of unknown function (DUF1604)
PF07817,1,1,GLE1-like protein
PF17877,1,1,DIS3-like exonuclease 2 C terminal
PF03547,2,1,Membrane transport protein
PF07189,1,1,Splicing factor 3B subunit 10 (SF3b10)
PF05669,1,1,SOH1
PF08316,1,1,Pal1 cell morphology protein
PF13823,1,1,Alcohol dehydrogenase GroES-associated
PF04791,2,1,LMBR1-like membrane protein
PF04699,1,0,ARP2/3 complex 16 kDa subunit (p16-Arc)
PF10261,1,0,Inositol phospholipid synthesis and fat-storage-inducing TM
PF10358,1,1,N-terminal C2 in EEIG1 and EHBP1 proteins
PF14611,1,1,Mitochondrial inner-membrane-bound regulator
PF14616,1,0,"Transcription regulator Rua1, C-terminal"
PF12807,1,1,Translation initiation factor eIF3 subunit 135
PF13236,1,1,Clustered mitochondria
PF15044,1,1,"Mitochondrial function, CLU-N-term"
PF06792,1,0,Uncharacterised protein family (UPF0261)
PF09370,1,1,Phosphoenolpyruvate hydrolase-like
PF05397,1,1,Mediator complex subunit 15
PF08314,1,1,Secretory pathway protein Sec39
PF02735,2,2,Ku70/Ku80 beta-barrel domain
PF08785,1,1,Ku C terminal domain like
PF13664,2,2,Domain of unknown function (DUF4149)
PF01434,1,2,Peptidase family M41
PF06480,1,1,FtsH Extracellular
PF18011,1,0,C-terminal domain found in long catalases
PF05933,1,0,Fungal ATP synthase protein 8 (A6L)
PF09458,2,0,H-type lectin domain
PF01019,2,3,Gamma-glutamyltranspeptidase
PF01975,3,1,Survival protein SurE
PF06012,1,1,Domain of Unknown Function (DUF908)
PF06025,1,1,Domain of Unknown Function (DUF913)
PF14377,1,2,Ubiquitin binding region
PF06320,1,1,GCN5-like protein 1 (GCN5L1)
PF08631,1,1,Meiosis protein SPO22/ZIP4 like
PF01106,1,1,NifU-like domain
PF08712,1,1,Scaffold protein Nfu/NifU N terminal
PF00252,1,1,Ribosomal protein L16p/L10e
PF08519,1,1,Replication factor RFC1 C terminal domain
PF00290,1,1,Tryptophan synthase alpha chain
PF07543,1,1,Protein trafficking PGA2
PF03368,2,2,Dicer dimerisation domain
PF01491,1,1,Frataxin-like domain
PF09696,1,1,Ctf8
PF09995,2,3,"ER-bound oxygenase mpaB/B'/Rubber oxygenase, catalytic domain"
PF12824,1,1,Mitochondrial ribosomal protein subunit L20
PF08737,1,1,Rgp1
PF09949,2,3,"Phosphatidate phosphatase APP1, catalytic domain"
PF00456,1,2,"Transketolase, thiamine diphosphate binding domain"
PF00572,1,2,Ribosomal protein L13
PF02179,1,1,BAG domain
PF00573,2,2,Ribosomal protein L4/L1 family
PF14374,1,1,60S ribosomal protein L4 C-terminal domain
PF04719,1,1,hTAFII28-like protein conserved region
PF02731,1,1,SKIP/SNW domain
PF08100,1,1,Dimerisation domain
PF05362,2,2,Lon protease (S16) C-terminal proteolytic domain
PF10979,1,0,Protein of unknown function (DUF2786)
PF10403,2,3,Rad4 beta-hairpin domain 1
PF10404,2,3,Rad4 beta-hairpin domain 2
PF10405,2,3,Rad4 beta-hairpin domain 3
PF02421,2,2,Ferrous iron transport protein B
PF06858,1,1,Nucleolar GTP-binding protein 1 (NOG1)
PF08155,1,1,NOGCT (NUC087) domain
PF17835,1,1,NOG1 N-terminal helical domain
PF02453,1,1,Reticulon
PF01189,2,3,16S rRNA methyltransferase RsmB/F
PF01165,1,1,Ribosomal protein S21
PF00342,1,0,Phosphoglucose isomerase
PF15463,1,1,Extracellular mutant protein 11
PF00953,1,0,Glycosyl transferase family 4
PF04176,1,0,TIP41-like family
PF09768,1,0,Peptidase M76 family
PF11022,1,2,ATP synthase subunit K
PF10558,1,2,Mitochondrial 18 KDa protein (MTP18)
PF05179,1,1,"RNA pol II accessory factor, Cdc73 family, C-terminal"
PF04987,1,1,Phosphatidylinositolglycan class N (PIG-N)
PF04053,2,1,Coatomer WD associated region
PF08294,1,1,TIM21
PF00303,1,2,Thymidylate synthase
PF20411,1,0,Domain of unknown function (DUF6697)
PF13867,1,0,Sin3 binding region of histone deacetylase complex subunit SAP30
PF03097,2,0,BRO1-like domain
PF13949,2,2,ALIX V-shaped domain binding to HIV
PF09424,1,1,Yqey-like protein
PF05195,2,3,"Aminopeptidase P, N-terminal domain"
PF04641,2,1,Rtf2 RING-finger
PF06991,1,1,Microfibril-associated/Pre-mRNA processing
PF07780,1,1,Spb1 C-terminal domain
PF11861,1,1,Domain of unknown function (DUF3381)
PF08661,1,0,Replication factor A protein 3
PF16653,2,0,Saccharopine dehydrogenase C-terminal domain
PF08433,1,0,Chromatin associated protein KTI12
PF09138,1,0,Urm1 (Ubiquitin related modifier)
PF06087,1,2,Tyrosyl-DNA phosphodiesterase
PF08228,1,0,RNase P subunit Pop3
PF07039,1,1,SGF29 tudor-like domain
PF20512,1,1,"Phosphomannose isomerase type I, helical insertion domain"
PF05769,1,0,SIKE family
PF13093,1,1,"Kinetochore complex Fta4 of Sim4 subunit, or CENP-50"
PF04281,1,1,Mitochondrial import receptor subunit Tom22
PF01459,1,1,Eukaryotic porin
PF04733,1,1,Coatomer epsilon subunit
PF09753,1,0,Membrane fusion protein Use1
PF00255,1,1,Glutathione peroxidase
PF01715,1,1,IPP transferase
PF17284,1,0,Spermidine synthase tetramerisation domain
PF02434,1,0,Fringe-like
PF01077,1,1,Nitrite and sulphite reductase 4Fe-4S domain
PF03460,1,1,Nitrite/Sulfite reductase ferredoxin-like half domain
PF14222,1,1,Cell morphogenesis N-terminal
PF14225,1,1,Cell morphogenesis C-terminal
PF08507,1,0,COPI associated protein
PF02921,1,2,Ubiquinol cytochrome reductase transmembrane region
PF00940,1,1,DNA-dependent RNA polymerase
PF14700,1,1,DNA-directed RNA polymerase N-terminal
PF02115,1,2,RHO protein GDP dissociation inhibitor
PF03800,1,2,Nuf2 family
PF18595,1,2,"Nuf2, DHR10-like domain"
PF14295,2,0,PAN domain
PF01176,1,2,Translation initiation factor 1A / IF-1
PF05208,1,1,ALG3 protein
PF09350,1,1,"DnaJ homologue, subfamily C, member 28, conserved domain"
PF16078,1,1,2-oxoglutarate dehydrogenase N-terminus
PF16870,1,1,2-oxoglutarate dehydrogenase C-terminal
PF01765,1,1,Ribosome recycling factor
PF06395,1,1,CDC24 Calponin
PF03737,1,1,Aldolase/RraA
PF01512,1,1,Respiratory-chain NADH dehydrogenase 51 Kd subunit
PF10531,1,1,SLBB domain
PF10589,1,1,NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF04096,1,1,Nucleoporin autopeptidase
PF12110,1,1,Nuclear protein 96
PF13634,1,2,Nucleoporin FG repeat region
PF01496,1,1,V-type ATPase 116kDa subunit family
PF04142,1,0,Nucleotide-sugar transporter
PF07973,3,2,Threonyl and Alanyl tRNA synthetase second additional domain
PF02186,1,1,TFIIE beta subunit core domain
PF18121,1,1,TFA2 Winged helix domain 2
PF07926,1,1,TPR/MLP1/MLP2-like protein
PF05832,1,1,Eukaryotic protein of unknown function (DUF846)
PF09335,1,1,SNARE associated Golgi protein
PF04100,1,1,"Vps53-like, N-terminal"
PF10475,1,0,"Vacuolar-sorting protein 54, of GARP complex"
PF01713,1,1,Smr domain
PF08590,1,2,Domain of unknown function (DUF1771)
PF13393,2,1,Histidyl-tRNA synthetase
PF15460,1,1,"Something about silencing, SAS, complex subunit 4"
PF00719,1,1,Inorganic pyrophosphatase
PF10780,1,1,39S ribosomal protein L53/MRP-L53
PF03908,1,1,Sec20
PF01256,1,1,Carbohydrate kinase
PF04658,1,1,TAFII55 protein conserved region
PF00306,1,1,"ATP synthase alpha/beta chain, C terminal domain"
PF06127,1,1,2-hydroxy-palmitic acid dioxygenase Mpo1-like
PF03876,2,2,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF12768,1,1,Cortical protein marker for cell polarity
PF05147,1,0,Lanthionine synthetase C-like protein
PF07934,1,1,"8-oxoguanine DNA glycosylase, N-terminal domain"
PF02719,1,1,Polysaccharide biosynthesis protein
PF07047,1,1,Optic atrophy 3 protein (OPA3)
PF00659,1,0,POLO box duplicated region
PF06017,1,1,"Unconventional myosin tail, actin- and lipid-binding"
PF10329,1,0,Region of unknown function (DUF2417)
PF01028,1,2,"Eukaryotic DNA topoisomerase I, catalytic core"
PF02919,1,2,"Eukaryotic DNA topoisomerase I, DNA binding fragment"
PF14370,1,2,C-terminal topoisomerase domain
PF00231,1,2,ATP synthase
PF00346,1,1,"Respiratory-chain NADH dehydrogenase, 49 Kd subunit"
PF04752,1,0,ChaC-like protein
PF01115,1,1,"F-actin capping protein, beta subunit"
PF04652,1,1,Vta1 like
PF18097,1,1,Vta1 C-terminal domain
PF16004,1,1,116 kDa U5 small nuclear ribonucleoprotein component N-terminus
PF08774,1,1,VRR-NUC domain
PF01451,1,1,Low molecular weight phosphotyrosine protein phosphatase
PF01207,3,4,Dihydrouridine synthase (Dus)
PF06463,1,1,Molybdenum Cofactor Synthesis C
PF01967,1,1,MoaC family
PF00294,1,4,pfkB family carbohydrate kinase
PF10373,1,2,Est1 DNA/RNA binding domain
PF10374,1,1,Telomerase activating protein Est1
PF18101,1,1,Pan3 Pseudokinase domain
PF13824,1,0,Zinc-finger of mitochondrial splicing suppressor 51
PF20179,1,0,MSS51 C-terminal domain
PF03178,3,3,CPSF A subunit region
PF07542,1,1,ATP12 chaperone protein
PF12090,1,0,Spt20 family
PF12456,1,1,Inositol phosphatase
PF12411,1,1,Choline sulfatase enzyme C terminal
PF05285,1,1,SDA1
PF08158,1,1,NUC130/3NT domain
PF00011,1,1,Hsp20/alpha crystallin family
PF04030,1,1,"D-arabinono-1,4-lactone oxidase"
PF03200,1,1,Glycosyl hydrolase family 63 C-terminal domain
PF16923,1,1,Glycosyl hydrolase family 63 N-terminal domain
PF13919,1,0,Asx homology domain
PF20210,1,1,Laa1/Sip1/HEATR5 HEAT repeat region
PF01709,1,1,Transcriptional regulator
PF09803,1,1,Pet100
PF07065,1,1,D123
PF08312,1,1,cwf21 domain
PF10159,1,1,Multiple myeloma tumor-associated
PF04934,1,1,MED6 mediator sub complex component
PF07798,2,2,Coiled-coil domain-containing protein 90-like
PF12068,1,0,Rab-binding domain (RBD)
PF14475,1,1,Sec1-binding region of Mso1
PF04525,1,1,LURP-one-related
PF17119,1,1,Mitochondrial protein up-regulated during meiosis
PF12763,3,4,Cytoskeletal-regulatory complex EF hand
PF02181,1,1,Formin Homology 2 Domain
PF06367,1,1,Diaphanous FH3 Domain
PF01778,2,1,Ribosomal L28e protein family
PF04874,1,1,Mak16 protein C-terminal region
PF12341,1,1,"Minichromosome loss protein, Mcl1, middle region"
PF04005,1,1,Hus1-like protein
PF10396,1,1,GTP-binding protein TrmE N-terminus
PF12631,1,1,MnmE helical domain
PF02991,1,1,Autophagy protein Atg8 ubiquitin like
PF04110,1,2,Ubiquitin-like autophagy protein Apg12
PF10333,1,0,GPI-Mannosyltransferase II co-activator
PF07975,1,1,TFIIH C1-like domain
PF03190,1,1,"Protein of unknown function, DUF255"
PF13899,2,1,Thioredoxin-like
PF01218,1,0,Coproporphyrinogen III oxidase
PF06726,1,1,Bladder cancer-related protein BC10
PF08610,1,1,Peroxisomal membrane protein (Pex16)
PF10446,1,1,Protein of unknown function (DUF2457)
PF00485,1,0,Phosphoribulokinase / Uridine kinase family
PF08159,2,2,NUC153 domain
PF02836,1,5,"Glycosyl hydrolases family 2, TIM barrel domain"
PF05652,1,1,Scavenger mRNA decapping enzyme (DcpS) N-terminal
PF04081,1,1,"DNA polymerase delta, subunit 4"
PF05383,3,1,La domain
PF09692,1,1,Argonaute siRNA chaperone (ARC) complex subunit Arb1
PF06807,1,1,Pre-mRNA cleavage complex II protein Clp1
PF16573,1,1,N-terminal beta-sandwich domain of polyadenylation factor
PF08007,1,0,JmjC domain
PF01813,1,2,ATP synthase subunit D
PF12766,1,0,Pyridoxamine 5'-phosphate oxidase
PF03227,1,1,Gamma interferon inducible lysosomal thiol reductase (GILT)
PF07933,1,1,Protein of unknown function (DUF1681)
PF05546,1,1,She9 / Mdm33 family
PF08234,1,1,Chromosome segregation protein Spc25
PF02698,1,1,DUF218 domain
PF04146,1,1,YT521-B-like domain
PF08229,1,1,ER membrane protein SH3
PF03208,1,1,PRA1 family protein
PF13001,1,0,Proteasome stabiliser
PF03966,1,1,Trm112p-like protein
